Customer,Year,Date,QC_Number,Customer Complaint,DTC,Voltage,Failure Analysis,Warranty Decision,Supplier,Mileage_km
Ashok Leyland,2019,2019-01-04,QC-2019-058962,Brake warning light ON,"C0265, C0031",12.32,Connector damage,Production Failure,Hanon,41852
Hyundai,2020,2020-04-02,QC-2020-058963,OBD Light ON,,13.95,NTF,According to Specification,Delphi,29833
Kia,2025,2025-04-13,QC-2025-058964,Starting Problem,"B2960, C0460",13.65,Connector damage,Production Failure,Delphi,2440
Honda,2024,2024-08-29,QC-2024-058965,OBD Light ON,"P0072, P0116",12.79,Sensor short due to moisture,Customer Failure,Bosch,31270
M&M,2025,2025-08-29,QC-2025-058966,Low pickup,P0457,12.45,NTF,According to Specification,Valeo,12092
Ashok Leyland,2025,2025-07-14,QC-2025-058967,OBD Light ON,,14.13,NTF,According to Specification,Delphi,23402
Kia,2024,2024-01-24,QC-2024-058968,OBD Light ON,"C0051, C0045",11.96,Connector damage,Production Failure,Bosch,75170
M&M,2024,2024-01-05,QC-2024-058969,Starting Problem,U0401,10.34,controller failure due to supplier production failure,Production Failure,Bosch,45822
TATA,2023,2023-10-13,QC-2023-058970,Vehicle not starting,U0155,11.4,controller failure due to supplier production failure,Production Failure,Delphi,3733
Hyundai,2023,2023-03-05,QC-2023-058971,Multiple warning lights ON,"U0101, P0303, P0354, P0692, U0100",17.5,Track burnt due to EOS,Customer Failure,Bosch,101835
Hyundai,2024,2024-05-26,QC-2024-058972,Battery warning light ON,"P0480, P0562, P0356",19.55,Track burnt due to EOS,Customer Failure,Valeo,41240
Hyundai,2020,2020-09-22,QC-2020-058973,Multiple warning lights ON,U0131,9.82,controller failure due to supplier production failure,Production Failure,Delphi,17401
Hyundai,2022,2022-10-23,QC-2022-058974,Rough idling,,12.14,NTF,According to Specification,Valeo,54114
TATA,2025,2025-07-26,QC-2025-058975,Engine stalling,,14.52,NTF,According to Specification,Valeo,26066
M&M,2022,2022-10-07,QC-2022-058976,Rough idling,"P0304, P0302",17.84,Track burnt due to EOS,Customer Failure,Delphi,72068
Kia,2023,2023-07-08,QC-2023-058977,Rough idling,"P0306, P0560",19.57,Track burnt due to EOS,Customer Failure,Valeo,38149
Honda,2024,2024-11-06,QC-2024-058978,Engine overheating,"P0480, P0303",18.16,Track burnt due to EOS,Production Failure,Bosch,42210
TATA,2023,2023-09-15,QC-2023-058979,Engine stalling,,13.29,NTF,According to Specification,Bosch,62460
Toyota,2024,2024-06-26,QC-2024-058980,Engine jerking during acceleration,"P0356, P0560",18.63,Track burnt due to EOS,Customer Failure,STM,46442
Toyota,2023,2023-03-14,QC-2023-058981,Multiple warning lights ON,"U0100, P0616, P0351, P0481, P0617",17.88,Track burnt due to EOS,Customer Failure,Bosch,69281
Kia,2022,2022-08-19,QC-2022-058982,Engine stalling,,13.78,NTF,According to Specification,Valeo,21566
Kia,2021,2021-02-26,QC-2021-058983,Multiple warning lights ON,P0604,16.01,ASIC CJ327 failure due to EOS,Customer Failure,Valeo,76853
M&M,2023,2023-04-10,QC-2023-058984,Engine overheating,,14.19,NTF,According to Specification,Valeo,32458
Kia,2024,2024-05-17,QC-2024-058985,ABS warning light ON,C0045,14.69,Connector damage,Customer Failure,Hanon,142975
TATA,2023,2023-09-10,QC-2023-058986,Multiple warning lights ON,B3055,13.24,Connector damage,Production Failure,Delphi,230000
M&M,2025,2025-05-07,QC-2025-058987,Engine stalling,"P0111, P0135",12.75,Sensor short due to moisture,Customer Failure,Hanon,62061
Honda,2022,2022-11-25,QC-2022-058988,High fuel consumption,U0155,12.8,NTF,According to Specification,Valeo,28538
Honda,2025,2025-11-26,QC-2025-058989,Rough idling,P0073,12.58,Sensor short due to moisture,Customer Failure,Delphi,19374
Honda,2025,2025-09-23,QC-2025-058990,Battery warning light ON,P0608,16.06,ASIC CJ327 failure due to EOS,Customer Failure,Hanon,39828
Kia,2022,2022-09-28,QC-2022-058991,Starting Problem,P0113,12.02,Sensor short due to moisture,Customer Failure,STM,42101
Toyota,2025,2025-08-14,QC-2025-058992,Brake warning light ON,"B1031, C0036",14.94,Connector damage,Customer Failure,Bosch,51694
TATA,2021,2021-08-01,QC-2021-058993,Battery warning light ON,P0562,15.03,ASIC CJ327 failure due to EOS,Production Failure,STM,38178
Ashok Leyland,2023,2023-10-16,QC-2023-058994,ABS warning light ON,"C0031, P0500",13.75,Connector damage,Production Failure,STM,91173
Hyundai,2025,2025-03-03,QC-2025-058995,Vehicle not starting,"P0694, P0617, P0616",17.42,Track burnt due to EOS,Customer Failure,Delphi,64634
Hyundai,2024,2024-11-18,QC-2024-058996,High fuel consumption,"P0604, P0611, P0601",15.23,ASIC CJ327 failure due to EOS,Production Failure,STM,88279
TATA,2023,2023-04-18,QC-2023-058997,Multiple warning lights ON,U0121,9.41,controller failure due to supplier production failure,Production Failure,Bosch,41426
TATA,2024,2024-07-02,QC-2024-058998,Engine stalling,P0038,12.25,Sensor short due to moisture,Customer Failure,Hanon,21058
M&M,2025,2025-04-12,QC-2025-058999,Rough idling,P0328,13.91,NTF,According to Specification,STM,86248
Honda,2025,2025-10-20,QC-2025-059000,Engine jerking during acceleration,"P0301, P0354, P0482",17.81,Track burnt due to EOS,Customer Failure,Delphi,138582
Toyota,2020,2020-09-05,QC-2020-059001,OBD Light ON,B1234,13.62,Connector damage,Production Failure,Hanon,123003
Hyundai,2023,2023-06-04,QC-2023-059002,ABS warning light ON,"C0045, C0550",13.2,Connector damage,Production Failure,Delphi,84268
Honda,2019,2019-05-28,QC-2019-059003,OBD Light ON,B1031,12.22,Connector damage,Production Failure,Bosch,128864
TATA,2022,2022-01-25,QC-2022-059004,Multiple warning lights ON,"P0607, P0605",14.56,ASIC CJ327 failure due to EOS,Production Failure,Valeo,15887
M&M,2024,2024-05-22,QC-2024-059005,Low pickup,,13.84,NTF,According to Specification,Valeo,24249
Hyundai,2025,2025-09-06,QC-2025-059006,Battery warning light ON,C0051,13.64,Connector damage,Production Failure,Bosch,114616
Kia,2024,2024-04-29,QC-2024-059007,Engine jerking during acceleration,"P0352, P0692, P0616, P0691",16.89,Track burnt due to EOS,Customer Failure,Valeo,73122
Honda,2022,2022-07-15,QC-2022-059008,Engine overheating,P0072,12.44,Sensor short due to moisture,Customer Failure,Valeo,41546
M&M,2024,2024-09-05,QC-2024-059009,Vehicle not starting,"P0615, P0562, P0563, P0325",18.57,Track burnt due to EOS,Customer Failure,Bosch,30052
Hyundai,2025,2025-10-07,QC-2025-059010,Brake warning light ON,C0051,13.22,Connector damage,Production Failure,Bosch,3206
Kia,2024,2024-06-08,QC-2024-059011,Engine jerking during acceleration,"P0302, P0354",19.54,Track burnt due to EOS,Customer Failure,Delphi,52294
Honda,2024,2024-04-08,QC-2024-059012,Low pickup,,13.23,NTF,Customer Failure,Bosch,40451
Honda,2022,2022-08-28,QC-2022-059013,Low pickup,,13.14,NTF,According to Specification,Valeo,66134
Honda,2019,2019-10-21,QC-2019-059014,Engine overheating,"P0482, P1682",18.92,Track burnt due to EOS,Customer Failure,Bosch,97718
Honda,2021,2021-10-01,QC-2021-059015,Engine stalling,,13.64,NTF,According to Specification,Valeo,11947
Hyundai,2024,2024-09-04,QC-2024-059016,ABS warning light ON,C0031,13.68,Connector damage,Production Failure,Delphi,65596
Toyota,2025,2025-01-31,QC-2025-059017,Multiple warning lights ON,U0422,10.66,controller failure due to supplier production failure,Customer Failure,Bosch,11439
Ashok Leyland,2023,2023-05-01,QC-2023-059018,Engine stalling,"P0135, P0112",12.67,Sensor short due to moisture,Production Failure,Bosch,21251
Honda,2023,2023-06-19,QC-2023-059019,High fuel consumption,,14.01,NTF,According to Specification,STM,59132
M&M,2023,2023-04-26,QC-2023-059020,Vehicle not starting,"U0101, U0100",10.59,controller failure due to supplier production failure,Production Failure,Bosch,24490
Honda,2020,2020-01-24,QC-2020-059021,Rough idling,,13.82,NTF,According to Specification,Valeo,61417
TATA,2023,2023-07-11,QC-2023-059022,Multiple warning lights ON,"P0601, P0604, U0155",15.1,ASIC CJ327 failure due to EOS,Customer Failure,STM,124251
Kia,2021,2021-10-08,QC-2021-059023,Brake warning light ON,C0550,13.16,Connector damage,Production Failure,STM,35013
Toyota,2023,2023-06-17,QC-2023-059024,Multiple warning lights ON,"P0304, P0302",17.94,Track burnt due to EOS,Customer Failure,Delphi,35677
M&M,2022,2022-03-22,QC-2022-059025,OBD Light ON,,13.38,NTF,According to Specification,Hanon,117888
Honda,2022,2022-07-16,QC-2022-059026,Engine stalling,P0197,12.68,Sensor short due to moisture,Customer Failure,Bosch,58274
M&M,2023,2023-09-26,QC-2023-059027,Starting Problem,,13.41,NTF,According to Specification,Bosch,38557
Ashok Leyland,2025,2025-04-02,QC-2025-059028,Low pickup,,13.75,NTF,According to Specification,Delphi,7542
Kia,2024,2024-04-23,QC-2024-059029,OBD Light ON,,14.36,NTF,According to Specification,Delphi,52904
Toyota,2022,2022-11-05,QC-2022-059030,Multiple warning lights ON,P0606,15.19,ASIC CJ327 failure due to EOS,Production Failure,STM,52159
TATA,2021,2021-07-07,QC-2021-059031,Vehicle not starting,U0184,10.49,controller failure due to supplier production failure,Production Failure,Bosch,18632
Toyota,2022,2022-04-23,QC-2022-059032,Low pickup,P0608,15.45,ASIC CJ327 failure due to EOS,Customer Failure,Hanon,76882
Toyota,2022,2022-08-02,QC-2022-059033,Multiple warning lights ON,"U0155, U0128",10.62,controller failure due to supplier production failure,According to Specification,Valeo,5981
M&M,2024,2024-02-05,QC-2024-059034,OBD Light ON,,13.98,NTF,According to Specification,Valeo,220000
Ashok Leyland,2019,2019-11-08,QC-2019-059035,Multiple warning lights ON,U0001,10.51,controller failure due to supplier production failure,Production Failure,Delphi,18938
Ashok Leyland,2025,2025-12-27,QC-2025-059036,OBD Light ON,,12.88,NTF,According to Specification,Valeo,4424
Kia,2022,2022-01-06,QC-2022-059037,ABS warning light ON,C0031,14.36,Connector damage,Customer Failure,Bosch,19143
Toyota,2024,2024-08-12,QC-2024-059038,OBD Light ON,P0457,13.1,NTF,According to Specification,Valeo,23859
Hyundai,2023,2023-05-18,QC-2023-059039,Battery warning light ON,P0610,15.38,ASIC CJ327 failure due to EOS,Production Failure,Valeo,39860
M&M,2024,2024-07-19,QC-2024-059040,OBD Light ON,,12.43,NTF,According to Specification,Hanon,23860
Kia,2024,2024-08-18,QC-2024-059041,Engine stalling,,14.0,NTF,According to Specification,Hanon,109787
Honda,2025,2025-08-14,QC-2025-059042,ABS warning light ON,"C0460, C0031",13.81,Connector damage,Production Failure,STM,118082
Toyota,2025,2025-05-13,QC-2025-059043,Battery warning light ON,P0563,14.8,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,35224
Hyundai,2023,2023-03-15,QC-2023-059044,Multiple warning lights ON,B1045,12.71,Connector damage,Production Failure,Delphi,55477
Hyundai,2023,2023-06-05,QC-2023-059045,Engine jerking during acceleration,"P0351, P0481, P0301, P0617, P0616",17.96,Track burnt due to EOS,Customer Failure,Bosch,84630
M&M,2022,2022-09-23,QC-2022-059046,OBD Light ON,,13.24,NTF,Customer Failure,Hanon,18861
Hyundai,2025,2025-05-20,QC-2025-059047,Engine overheating,"P0480, P0301, P0356",18.75,Track burnt due to EOS,Customer Failure,Bosch,89869
Kia,2022,2022-02-08,QC-2022-059048,Engine stalling,,13.08,NTF,According to Specification,STM,107759
Toyota,2024,2024-08-03,QC-2024-059049,High fuel consumption,P0171,13.74,NTF,According to Specification,STM,24755
Kia,2023,2023-07-13,QC-2023-059050,Engine stalling,,13.48,NTF,According to Specification,Valeo,13243
Ashok Leyland,2020,2020-09-30,QC-2020-059051,OBD Light ON,,13.58,NTF,Customer Failure,Bosch,28839
TATA,2025,2025-09-10,QC-2025-059052,Rough idling,,13.85,NTF,According to Specification,STM,8449
Ashok Leyland,2024,2024-08-23,QC-2024-059053,Starting Problem,P0116,13.22,Sensor short due to moisture,Customer Failure,Delphi,41274
TATA,2022,2022-03-30,QC-2022-059054,Engine jerking during acceleration,"U0140, P0171",10.17,controller failure due to supplier production failure,Production Failure,Valeo,17142
M&M,2025,2025-11-02,QC-2025-059055,Engine overheating,P0117,12.81,Sensor short due to moisture,Customer Failure,Delphi,117917
TATA,2024,2024-06-24,QC-2024-059056,Low pickup,,13.92,NTF,According to Specification,Valeo,48654
Toyota,2024,2024-02-05,QC-2024-059057,Engine stalling,P0104,14.07,NTF,According to Specification,Bosch,22990
Hyundai,2020,2020-12-07,QC-2020-059058,Rough idling,,12.78,NTF,According to Specification,Bosch,52604
M&M,2025,2025-06-21,QC-2025-059059,Multiple warning lights ON,U0028,11.43,controller failure due to supplier production failure,Production Failure,Bosch,27797
Honda,2022,2022-04-26,QC-2022-059060,Engine overheating,"P0480, P0301, U0100, P0305, U0101",18.99,Track burnt due to EOS,Customer Failure,Bosch,37304
M&M,2024,2024-04-13,QC-2024-059061,Engine stalling,U0100,13.45,NTF,According to Specification,Valeo,39829
Kia,2025,2025-03-23,QC-2025-059062,Vehicle not starting,"P0305, P0563, P0304",17.77,Track burnt due to EOS,Customer Failure,STM,73117
Kia,2024,2024-10-31,QC-2024-059063,OBD Light ON,"B1234, C0051",12.35,Connector damage,Production Failure,Valeo,94512
TATA,2021,2021-07-05,QC-2021-059064,Low pickup,,11.97,NTF,According to Specification,Bosch,66768
Honda,2025,2025-11-08,QC-2025-059065,Vehicle not starting,"P0617, P0620, P0482",18.29,Track burnt due to EOS,Customer Failure,Bosch,10583
Hyundai,2019,2019-05-12,QC-2019-059066,Vehicle not starting,"P0303, P0355",17.53,Track burnt due to EOS,Customer Failure,Bosch,75169
M&M,2025,2025-10-22,QC-2025-059067,Rough idling,P0611,15.59,ASIC CJ327 failure due to EOS,Production Failure,Valeo,40474
Hyundai,2024,2024-10-07,QC-2024-059068,Vehicle not starting,"P0351, P0616",18.23,Track burnt due to EOS,Customer Failure,Valeo,24573
M&M,2024,2024-04-29,QC-2024-059069,High fuel consumption,,13.56,NTF,According to Specification,Bosch,131182
Honda,2024,2024-11-17,QC-2024-059070,OBD Light ON,,12.86,NTF,According to Specification,Delphi,13813
Kia,2023,2023-09-13,QC-2023-059071,Engine overheating,"P0481, P0300, P0351",18.6,Track burnt due to EOS,Customer Failure,Hanon,16938
Hyundai,2024,2024-12-20,QC-2024-059072,Multiple warning lights ON,U0028,9.95,controller failure due to supplier production failure,Production Failure,Bosch,24965
Hyundai,2021,2021-06-11,QC-2021-059073,Engine overheating,"P0304, P0353",18.85,Track burnt due to EOS,Customer Failure,STM,26362
Hyundai,2023,2023-03-26,QC-2023-059074,Rough idling,,13.6,NTF,According to Specification,Delphi,17328
TATA,2025,2025-06-16,QC-2025-059075,Engine overheating,"P0691, P0694",18.53,Track burnt due to EOS,Customer Failure,Bosch,71744
Kia,2024,2024-01-14,QC-2024-059076,OBD Light ON,,13.9,NTF,According to Specification,Hanon,40448
M&M,2024,2024-11-15,QC-2024-059077,ABS warning light ON,C0031,12.2,Connector damage,Production Failure,Bosch,230000
TATA,2024,2024-04-02,QC-2024-059078,Brake warning light ON,B3055,12.93,Connector damage,Customer Failure,Bosch,89512
Honda,2023,2023-08-06,QC-2023-059079,ABS warning light ON,"B1045, P0420",13.04,Connector damage,Customer Failure,Delphi,1372
M&M,2024,2024-05-21,QC-2024-059080,Vehicle not starting,"P0615, P0692",17.03,Track burnt due to EOS,Customer Failure,Delphi,23806
Ashok Leyland,2023,2023-07-26,QC-2023-059081,High fuel consumption,P0112,12.14,Sensor short due to moisture,Customer Failure,Valeo,34864
Toyota,2022,2022-05-18,QC-2022-059082,OBD Light ON,"B1234, B3055, C0045",13.05,Connector damage,Production Failure,Bosch,75357
TATA,2024,2024-05-29,QC-2024-059083,Multiple warning lights ON,U0401,10.04,controller failure due to supplier production failure,Production Failure,STM,90000
M&M,2025,2025-01-24,QC-2025-059084,OBD Light ON,U0100,12.18,NTF,According to Specification,Bosch,20803
Kia,2020,2020-02-11,QC-2020-059085,ABS warning light ON,"C0045, C0460",13.56,Connector damage,Production Failure,Delphi,52333
TATA,2025,2025-07-29,QC-2025-059086,OBD Light ON,,13.46,NTF,According to Specification,Delphi,57631
Hyundai,2019,2019-05-03,QC-2019-059087,Multiple warning lights ON,P0602,15.85,ASIC CJ327 failure due to EOS,Production Failure,Hanon,47968
Honda,2024,2024-09-01,QC-2024-059088,Transmission jerking,"U0101, P0482",17.58,Track burnt due to EOS,Customer Failure,Bosch,220000
Toyota,2024,2024-10-11,QC-2024-059089,Low pickup,P0430,12.75,NTF,According to Specification,Bosch,21210
Ashok Leyland,2024,2024-06-18,QC-2024-059090,Transmission jerking,U0128,10.63,controller failure due to supplier production failure,Production Failure,Bosch,53958
M&M,2021,2021-08-17,QC-2021-059091,ABS warning light ON,C0045,13.39,Connector damage,Customer Failure,Bosch,155962
Hyundai,2022,2022-05-03,QC-2022-059092,Vehicle not starting,"P0615, P0693",17.64,Track burnt due to EOS,Customer Failure,Valeo,66952
Hyundai,2024,2024-10-19,QC-2024-059093,Vehicle not starting,"P0356, P0351, P1682, P0352",17.66,Track burnt due to EOS,Customer Failure,Bosch,169473
Kia,2021,2021-03-11,QC-2021-059094,Starting Problem,"P0691, U0100, P0352, P0692",16.85,Track burnt due to EOS,Production Failure,Valeo,51556
Toyota,2020,2020-05-08,QC-2020-059095,Transmission jerking,U0028,10.66,controller failure due to supplier production failure,Production Failure,Valeo,48670
Honda,2021,2021-05-02,QC-2021-059096,Starting Problem,P0118,12.89,Sensor short due to moisture,Customer Failure,STM,22996
Toyota,2023,2023-04-04,QC-2023-059097,Engine overheating,P0118,12.05,Sensor short due to moisture,Production Failure,Bosch,67481
Toyota,2023,2023-11-10,QC-2023-059098,Rough idling,"P0300, P0353, P0693",17.52,Track burnt due to EOS,Customer Failure,STM,136196
M&M,2023,2023-12-12,QC-2023-059099,High fuel consumption,"P0611, P0562, P0563",14.76,ASIC CJ327 failure due to EOS,Production Failure,STM,27829
M&M,2020,2020-03-10,QC-2020-059100,Battery warning light ON,"P0560, P0305, U0155",17.91,Track burnt due to EOS,Production Failure,Valeo,17276
Hyundai,2025,2025-10-09,QC-2025-059101,ABS warning light ON,C0045,14.03,Connector damage,Production Failure,Bosch,3381
Kia,2025,2025-02-02,QC-2025-059102,Engine stalling,P0101,13.48,Sensor short due to moisture,Customer Failure,Bosch,13384
Toyota,2025,2025-09-27,QC-2025-059103,Rough idling,"P0354, P0301, P0691",16.13,Track burnt due to EOS,Customer Failure,Bosch,45905
Ashok Leyland,2024,2024-05-29,QC-2024-059104,OBD Light ON,C0460,13.73,Connector damage,Production Failure,Delphi,80836
Toyota,2025,2025-07-22,QC-2025-059105,Engine stalling,"P0038, P0141",12.16,Sensor short due to moisture,Customer Failure,Valeo,49701
Honda,2023,2023-01-10,QC-2023-059106,Multiple warning lights ON,P0602,15.99,ASIC CJ327 failure due to EOS,Customer Failure,STM,25609
Hyundai,2024,2024-02-28,QC-2024-059107,OBD Light ON,"B1045, C0051",13.08,Connector damage,Customer Failure,Valeo,99180
Toyota,2025,2025-12-25,QC-2025-059108,OBD Light ON,P0430,13.95,NTF,According to Specification,Delphi,28833
Honda,2022,2022-12-15,QC-2022-059109,Brake warning light ON,"B1031, B3055",13.65,Connector damage,Production Failure,Delphi,2021
Honda,2021,2021-07-10,QC-2021-059110,Engine overheating,P0117,13.06,Sensor short due to moisture,Customer Failure,Valeo,179320
Kia,2020,2020-06-20,QC-2020-059111,Rough idling,"P0300, P0355",17.75,Track burnt due to EOS,Customer Failure,Bosch,125818
Hyundai,2024,2024-12-16,QC-2024-059112,Starting Problem,,12.12,NTF,According to Specification,STM,11164
Hyundai,2021,2021-03-22,QC-2021-059113,Rough idling,,13.44,NTF,According to Specification,Bosch,4474
TATA,2021,2021-04-13,QC-2021-059114,Transmission jerking,"U0121, U0140",9.76,controller failure due to supplier production failure,Production Failure,Bosch,18376
Toyota,2025,2025-11-01,QC-2025-059115,Rough idling,P0613,14.79,ASIC CJ327 failure due to EOS,Production Failure,Bosch,34722
Hyundai,2025,2025-05-23,QC-2025-059116,Transmission jerking,U0131,9.05,controller failure due to supplier production failure,Production Failure,STM,21402
Honda,2025,2025-10-30,QC-2025-059117,Starting Problem,,13.73,NTF,According to Specification,Bosch,49077
Hyundai,2023,2023-05-27,QC-2023-059118,Rough idling,P0101,13.1,Sensor short due to moisture,Customer Failure,Bosch,54040
TATA,2024,2024-08-03,QC-2024-059119,Rough idling,"P0196, P0101",13.06,Sensor short due to moisture,Customer Failure,Delphi,33948
Kia,2025,2025-01-27,QC-2025-059120,Battery warning light ON,"P0560, P0617, P0616",18.28,Track burnt due to EOS,Customer Failure,Bosch,53178
Toyota,2021,2021-08-19,QC-2021-059121,Brake warning light ON,"C0265, C0051",13.42,Connector damage,Production Failure,Hanon,45444
Honda,2024,2024-03-09,QC-2024-059122,Rough idling,"P0069, P0118",13.2,Sensor short due to moisture,Customer Failure,Bosch,98330
Ashok Leyland,2025,2025-08-19,QC-2025-059123,Vehicle not starting,"P0354, P0562, P0563",18.51,Track burnt due to EOS,Customer Failure,Hanon,63356
Hyundai,2025,2025-12-18,QC-2025-059124,ABS warning light ON,"B3055, C0045",13.13,Connector damage,Production Failure,Bosch,197907
Toyota,2021,2021-10-18,QC-2021-059125,Multiple warning lights ON,U0122,9.49,controller failure due to supplier production failure,Production Failure,Bosch,14291
Kia,2025,2025-11-15,QC-2025-059126,Rough idling,P0069,13.19,Sensor short due to moisture,Customer Failure,Delphi,70400
M&M,2022,2022-01-10,QC-2022-059127,OBD Light ON,P0340,13.09,NTF,According to Specification,Bosch,28347
Honda,2023,2023-04-27,QC-2023-059128,Multiple warning lights ON,P0607,16.16,ASIC CJ327 failure due to EOS,Production Failure,Delphi,18296
Toyota,2025,2025-01-23,QC-2025-059129,Low pickup,,14.28,NTF,According to Specification,Valeo,22165
Hyundai,2025,2025-02-14,QC-2025-059130,High fuel consumption,,12.46,NTF,According to Specification,Valeo,220000
Toyota,2024,2024-11-02,QC-2024-059131,Engine stalling,,13.6,NTF,According to Specification,Bosch,52675
M&M,2021,2021-05-26,QC-2021-059132,OBD Light ON,,12.97,NTF,According to Specification,Hanon,57644
Hyundai,2023,2023-10-16,QC-2023-059133,Engine overheating,P0327,12.94,NTF,According to Specification,Bosch,38361
TATA,2022,2022-05-27,QC-2022-059134,OBD Light ON,,13.37,NTF,According to Specification,Delphi,47928
Hyundai,2025,2025-01-11,QC-2025-059135,ABS warning light ON,"C0031, C0036",13.14,Connector damage,Production Failure,STM,26099
Toyota,2023,2023-11-28,QC-2023-059136,Rough idling,,13.81,NTF,According to Specification,STM,45505
Honda,2024,2024-02-27,QC-2024-059137,OBD Light ON,,13.08,NTF,According to Specification,STM,17033
M&M,2021,2021-07-12,QC-2021-059138,Rough idling,"P0304, P0353, P0560, P0617, P0482, P0616",18.4,Track burnt due to EOS,Customer Failure,Bosch,94503
Toyota,2022,2022-05-13,QC-2022-059139,High fuel consumption,,12.79,NTF,According to Specification,Hanon,29047
Hyundai,2025,2025-02-20,QC-2025-059140,Starting Problem,"P0306, P0301, P0302",16.17,Track burnt due to EOS,Customer Failure,Delphi,16918
Toyota,2023,2023-11-18,QC-2023-059141,Rough idling,P0607,15.66,ASIC CJ327 failure due to EOS,Customer Failure,STM,20553
Hyundai,2025,2025-07-28,QC-2025-059142,Starting Problem,,12.77,NTF,According to Specification,STM,12468
Toyota,2024,2024-07-23,QC-2024-059143,Engine stalling,P0118,12.7,Sensor short due to moisture,Customer Failure,Bosch,33349
TATA,2023,2023-09-21,QC-2023-059144,OBD Light ON,,13.17,NTF,According to Specification,Bosch,12047
Toyota,2024,2024-06-29,QC-2024-059145,ABS warning light ON,"C0045, C0036",12.86,Connector damage,Production Failure,Hanon,5090
Ashok Leyland,2024,2024-03-06,QC-2024-059146,Starting Problem,U0402,10.9,controller failure due to supplier production failure,Production Failure,Bosch,7061
Kia,2021,2021-01-07,QC-2021-059147,OBD Light ON,,13.21,NTF,According to Specification,Delphi,48542
Honda,2021,2021-12-05,QC-2021-059148,Engine stalling,,13.29,NTF,According to Specification,Delphi,25932
Ashok Leyland,2025,2025-07-04,QC-2025-059149,OBD Light ON,P0117,12.36,Sensor short due to moisture,Customer Failure,Valeo,37243
Honda,2022,2022-04-24,QC-2022-059150,Multiple warning lights ON,"P0606, P0602",14.57,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,44842
Honda,2022,2022-02-22,QC-2022-059151,ABS warning light ON,C0051,13.58,Connector damage,Production Failure,Hanon,1675
Honda,2024,2024-12-04,QC-2024-059152,Brake warning light ON,"B3055, C0031",12.53,Connector damage,Customer Failure,Bosch,57546
Toyota,2025,2025-09-17,QC-2025-059153,Engine overheating,P0118,13.47,Sensor short due to moisture,Customer Failure,Delphi,26529
TATA,2019,2019-05-29,QC-2019-059154,Vehicle not starting,"P0306, P0616, P0694, P0481, U0001, P0617",20.89,Track burnt due to EOS,Customer Failure,Delphi,74816
Honda,2021,2021-07-14,QC-2021-059155,Vehicle not starting,"P0305, P0306, U0101, U0155, U0001, U0100",17.62,Track burnt due to EOS,Customer Failure,Hanon,29827
Hyundai,2025,2025-04-21,QC-2025-059156,Vehicle not starting,"P0304, P0693",17.07,Track burnt due to EOS,Customer Failure,Bosch,80962
Toyota,2021,2021-06-29,QC-2021-059157,Rough idling,"P0354, P0617, P0303, P0616",17.53,Track burnt due to EOS,Customer Failure,Delphi,80398
Toyota,2022,2022-12-30,QC-2022-059158,High fuel consumption,,13.1,NTF,According to Specification,Bosch,18739
Ashok Leyland,2025,2025-09-16,QC-2025-059159,Rough idling,"P0353, P0694, P0481",19.0,Track burnt due to EOS,Customer Failure,Bosch,46976
Honda,2022,2022-09-27,QC-2022-059160,Starting Problem,,13.23,NTF,According to Specification,Valeo,18455
Hyundai,2025,2025-10-19,QC-2025-059161,Rough idling,P0341,13.05,NTF,According to Specification,Delphi,143519
Ashok Leyland,2022,2022-01-27,QC-2022-059162,Rough idling,"P0327, U0155",12.51,NTF,According to Specification,Valeo,14564
M&M,2022,2022-12-20,QC-2022-059163,OBD Light ON,,12.33,NTF,According to Specification,Bosch,27679
Ashok Leyland,2025,2025-08-15,QC-2025-059164,ABS warning light ON,C0045,14.57,Connector damage,Production Failure,Hanon,6295
Hyundai,2023,2023-07-10,QC-2023-059165,High fuel consumption,"P0197, P0131",12.51,Sensor short due to moisture,Customer Failure,Delphi,200000
TATA,2024,2024-08-08,QC-2024-059166,High fuel consumption,P0097,11.99,Sensor short due to moisture,Customer Failure,Hanon,51442
TATA,2023,2023-08-05,QC-2023-059167,Engine overheating,"P0693, P0694, P0480, P1682",16.73,Track burnt due to EOS,Customer Failure,Bosch,22125
Ashok Leyland,2023,2023-03-04,QC-2023-059168,OBD Light ON,,13.74,NTF,According to Specification,Hanon,26893
Honda,2023,2023-12-19,QC-2023-059169,OBD Light ON,,13.12,NTF,According to Specification,Delphi,11031
Honda,2024,2024-06-19,QC-2024-059170,Engine overheating,"P0692, U0155, P0353, P0691",18.85,Track burnt due to EOS,Customer Failure,Valeo,20239
Toyota,2023,2023-12-02,QC-2023-059171,Multiple warning lights ON,P0610,15.36,ASIC CJ327 failure due to EOS,Customer Failure,STM,31458
M&M,2023,2023-07-30,QC-2023-059172,OBD Light ON,,12.63,NTF,According to Specification,Bosch,3982
Ashok Leyland,2025,2025-06-26,QC-2025-059173,Multiple warning lights ON,B3055,13.23,Connector damage,Production Failure,Valeo,72651
Toyota,2023,2023-09-24,QC-2023-059174,OBD Light ON,P0455,12.95,NTF,According to Specification,STM,31677
M&M,2021,2021-10-22,QC-2021-059175,Multiple warning lights ON,"B3055, C0031",12.88,Connector damage,Production Failure,Bosch,167132
