Customer,Year,Date,QC_Number,Customer Complaint,DTC,Voltage,Failure Analysis,Warranty Decision,Supplier,Mileage_km
Ashok Leyland,2023,2023-08-12,QC-2023-027219,Engine overheating,"P0482, U0155, P0302",17.89,Track burnt due to EOS,Customer Failure,Bosch,25237
Hyundai,2021,2021-05-08,QC-2021-027220,Rough idling,P0131,12.7,Sensor short due to moisture,Customer Failure,Delphi,10065
Ashok Leyland,2023,2023-06-06,QC-2023-027221,Engine stalling,,13.23,NTF,According to Specification,Valeo,36145
Kia,2024,2024-11-16,QC-2024-027222,Rough idling,"P0069, P0072",12.2,Sensor short due to moisture,Customer Failure,STM,23251
Ashok Leyland,2024,2024-07-05,QC-2024-027223,High fuel consumption,"P0038, P0128",12.64,Sensor short due to moisture,Customer Failure,Hanon,59697
Ashok Leyland,2024,2024-08-07,QC-2024-027224,Low pickup,P0562,15.45,ASIC CJ327 failure due to EOS,Production Failure,Delphi,68013
TATA,2024,2024-07-14,QC-2024-027225,Low pickup,,13.59,NTF,According to Specification,STM,500
Kia,2022,2022-09-04,QC-2022-027226,Engine overheating,P0128,12.83,Sensor short due to moisture,Customer Failure,Delphi,77932
Toyota,2019,2019-04-16,QC-2019-027227,ABS warning light ON,U0121,10.17,controller failure due to supplier production failure,Production Failure,Delphi,15390
M&M,2021,2021-05-26,QC-2021-027228,ABS warning light ON,C0051,13.96,Connector damage,Production Failure,Bosch,57805
M&M,2020,2020-03-12,QC-2020-027229,Starting Problem,P0602,15.31,ASIC CJ327 failure due to EOS,Customer Failure,Bosch,49194
Hyundai,2019,2019-09-08,QC-2019-027230,Battery warning light ON,P0604,15.21,ASIC CJ327 failure due to EOS,Production Failure,STM,40200
Hyundai,2024,2024-06-04,QC-2024-027231,ABS warning light ON,B1045,14.5,Connector damage,Customer Failure,Bosch,15000
Toyota,2020,2020-09-09,QC-2020-027232,Rough idling,"P0300, P0304, U0155, P0615, U0101",17.69,Track burnt due to EOS,Customer Failure,Bosch,103631
TATA,2022,2022-03-28,QC-2022-027233,Multiple warning lights ON,U0155,10.87,controller failure due to supplier production failure,Production Failure,Bosch,40465
TATA,2022,2022-11-29,QC-2022-027234,Rough idling,,12.83,NTF,According to Specification,STM,14404
Kia,2023,2023-10-09,QC-2023-027235,OBD Light ON,,13.81,NTF,According to Specification,Valeo,17076
Ashok Leyland,2021,2021-12-14,QC-2021-027236,OBD Light ON,P0420,12.98,NTF,According to Specification,Bosch,56974
Honda,2021,2021-03-03,QC-2021-027237,Low pickup,P0455,12.53,NTF,According to Specification,Hanon,24101
Kia,2024,2024-08-27,QC-2024-027238,Starting Problem,P0038,12.41,Sensor short due to moisture,Customer Failure,Bosch,2000
Ashok Leyland,2024,2024-12-08,QC-2024-027239,Vehicle not starting,"U0101, U0121",10.87,controller failure due to supplier production failure,Production Failure,Bosch,33185
Honda,2024,2024-06-23,QC-2024-027240,Battery warning light ON,"P0562, P0301",18.12,Track burnt due to EOS,Customer Failure,Delphi,58968
Ashok Leyland,2024,2024-10-31,QC-2024-027241,Engine overheating,P0171,12.96,NTF,According to Specification,Bosch,47018
TATA,2024,2024-04-27,QC-2024-027242,High fuel consumption,P0601,15.37,ASIC CJ327 failure due to EOS,Production Failure,Delphi,5000
Ashok Leyland,2020,2020-04-08,QC-2020-027243,Vehicle not starting,"P1682, U0101, P0615, P0480, U0001",19.18,Track burnt due to EOS,Customer Failure,Bosch,1000
Toyota,2023,2023-03-24,QC-2023-027244,Multiple warning lights ON,"U0100, P0482, P0480, P0304",20.0,Track burnt due to EOS,Customer Failure,Bosch,123928
Kia,2023,2023-11-16,QC-2023-027245,Low pickup,P0604,15.86,ASIC CJ327 failure due to EOS,Production Failure,Valeo,67846
M&M,2023,2023-05-18,QC-2023-027246,Battery warning light ON,P0602,15.41,ASIC CJ327 failure due to EOS,Customer Failure,STM,5000
Honda,2020,2020-04-15,QC-2020-027247,Engine overheating,"P0481, P0303, U0100, P0562, U0001",17.56,Track burnt due to EOS,Customer Failure,Bosch,86934
M&M,2023,2023-10-17,QC-2023-027248,Starting Problem,,13.73,NTF,According to Specification,Delphi,75895
M&M,2022,2022-11-12,QC-2022-027249,ABS warning light ON,C0045,14.21,Connector damage,Production Failure,STM,121337
Ashok Leyland,2023,2023-12-09,QC-2023-027250,Vehicle not starting,"P0482, P0562",17.86,Track burnt due to EOS,Customer Failure,Bosch,74308
Hyundai,2023,2023-10-24,QC-2023-027251,Starting Problem,P0602,15.64,ASIC CJ327 failure due to EOS,Customer Failure,STM,43204
Honda,2022,2022-11-18,QC-2022-027252,Engine stalling,P0325,12.5,NTF,According to Specification,Delphi,60722
Kia,2022,2022-11-14,QC-2022-027253,Multiple warning lights ON,P0606,15.28,ASIC CJ327 failure due to EOS,Production Failure,STM,50495
Honda,2019,2019-11-20,QC-2019-027254,Engine stalling,,14.24,NTF,According to Specification,Delphi,50088
TATA,2023,2023-05-23,QC-2023-027255,Rough idling,,12.5,NTF,According to Specification,Bosch,74073
TATA,2024,2024-01-16,QC-2024-027256,Multiple warning lights ON,U0122,10.33,controller failure due to supplier production failure,Production Failure,Bosch,21232
TATA,2024,2024-07-23,QC-2024-027257,Engine overheating,,12.5,NTF,According to Specification,STM,1681
Toyota,2022,2022-09-28,QC-2022-027258,Multiple warning lights ON,"P0607, P0602",14.65,ASIC CJ327 failure due to EOS,Production Failure,Hanon,56683
M&M,2023,2023-09-30,QC-2023-027259,OBD Light ON,P0430,12.99,NTF,According to Specification,Valeo,500
Toyota,2020,2020-02-16,QC-2020-027260,OBD Light ON,P0420,13.74,NTF,According to Specification,Delphi,63579
Toyota,2022,2022-11-10,QC-2022-027261,Low pickup,,13.45,NTF,According to Specification,Valeo,87744
TATA,2022,2022-11-12,QC-2022-027262,High fuel consumption,P0171,13.71,NTF,According to Specification,Valeo,500
Kia,2021,2021-02-17,QC-2021-027263,Battery warning light ON,P0610,15.64,ASIC CJ327 failure due to EOS,Customer Failure,Hanon,112974
Ashok Leyland,2022,2022-07-01,QC-2022-027264,Starting Problem,P0072,11.22,Sensor short due to moisture,Customer Failure,Bosch,71381
Honda,2021,2021-04-07,QC-2021-027265,Vehicle not starting,"U0100, P0562, U0155, P1682",16.9,Track burnt due to EOS,Customer Failure,Hanon,172784
Hyundai,2019,2019-12-01,QC-2019-027266,OBD Light ON,,13.63,NTF,According to Specification,Hanon,52469
Ashok Leyland,2023,2023-09-18,QC-2023-027267,OBD Light ON,,13.84,NTF,According to Specification,Delphi,85761
Honda,2024,2024-01-29,QC-2024-027268,OBD Light ON,,13.54,NTF,According to Specification,Valeo,97321
Honda,2024,2024-12-03,QC-2024-027269,OBD Light ON,,13.47,NTF,According to Specification,STM,500
Kia,2019,2019-05-03,QC-2019-027270,ABS warning light ON,C0045,13.91,Connector damage,Production Failure,STM,90412
Toyota,2022,2022-12-19,QC-2022-027271,Engine overheating,,12.79,NTF,According to Specification,Hanon,64873
Toyota,2024,2024-03-23,QC-2024-027272,Brake warning light ON,C0460,14.42,Connector damage,Production Failure,Bosch,46389
Toyota,2024,2024-03-09,QC-2024-027273,Starting Problem,P0430,12.5,NTF,According to Specification,STM,84818
Honda,2019,2019-12-16,QC-2019-027274,Engine stalling,,13.51,NTF,According to Specification,Valeo,6032
Kia,2020,2020-09-08,QC-2020-027275,Engine stalling,,12.68,NTF,According to Specification,STM,109857
Hyundai,2024,2024-01-11,QC-2024-027276,Rough idling,,13.04,NTF,According to Specification,Hanon,96694
Ashok Leyland,2024,2024-09-14,QC-2024-027277,Low pickup,P0562,15.54,ASIC CJ327 failure due to EOS,Production Failure,Delphi,61660
Honda,2022,2022-05-27,QC-2022-027278,Engine overheating,P0117,12.36,Sensor short due to moisture,Customer Failure,Bosch,135815
Honda,2021,2021-07-08,QC-2021-027279,Multiple warning lights ON,"U0184, U0121",9.5,controller failure due to supplier production failure,Production Failure,STM,7006
Kia,2024,2024-04-10,QC-2024-027280,Low pickup,P0602,15.11,ASIC CJ327 failure due to EOS,Production Failure,Hanon,66885
TATA,2022,2022-06-24,QC-2022-027281,Engine stalling,"U0155, P0481, P0615, P0563",20.0,Track burnt due to EOS,Customer Failure,Hanon,93177
M&M,2022,2022-02-22,QC-2022-027282,Vehicle not starting,"P0304, U0001",18.44,Track burnt due to EOS,Customer Failure,Hanon,15983
Ashok Leyland,2022,2022-06-16,QC-2022-027283,Engine stalling,P0038,12.7,Sensor short due to moisture,Customer Failure,Hanon,39028
TATA,2022,2022-12-30,QC-2022-027284,Multiple warning lights ON,"B1045, P0340",12.85,Connector damage,Production Failure,Hanon,105883
Kia,2022,2022-06-27,QC-2022-027285,Vehicle not starting,"P0300, P0482",18.78,Track burnt due to EOS,Customer Failure,Bosch,61839
Hyundai,2022,2022-06-26,QC-2022-027286,High fuel consumption,,13.18,NTF,According to Specification,Hanon,94210
Toyota,2023,2023-09-11,QC-2023-027287,OBD Light ON,P0456,13.46,NTF,According to Specification,Delphi,69939
TATA,2024,2024-05-31,QC-2024-027288,Multiple warning lights ON,U0140,11.14,controller failure due to supplier production failure,Production Failure,Bosch,16539
TATA,2019,2019-04-30,QC-2019-027289,ABS warning light ON,C0045,12.9,Connector damage,Production Failure,Bosch,54746
Honda,2022,2022-11-11,QC-2022-027290,OBD Light ON,,14.3,NTF,According to Specification,Delphi,48453
M&M,2023,2023-04-02,QC-2023-027291,OBD Light ON,,13.07,NTF,According to Specification,Hanon,24326
M&M,2022,2022-01-27,QC-2022-027292,Engine overheating,"P0482, U0001",16.22,Track burnt due to EOS,Customer Failure,Delphi,124457
TATA,2022,2022-01-26,QC-2022-027293,Battery warning light ON,P0563,15.51,ASIC CJ327 failure due to EOS,Customer Failure,STM,85146
Ashok Leyland,2024,2024-12-31,QC-2024-027294,Starting Problem,U0155,10.41,controller failure due to supplier production failure,Production Failure,Delphi,22866
TATA,2022,2022-06-17,QC-2022-027295,Vehicle not starting,"P1682, P0480, P0615",19.14,Track burnt due to EOS,Customer Failure,Valeo,60259
Honda,2024,2024-12-11,QC-2024-027296,Engine stalling,,12.5,NTF,According to Specification,Bosch,80682
TATA,2020,2020-07-27,QC-2020-027297,ABS warning light ON,C0036,12.7,Connector damage,Customer Failure,Valeo,43150
TATA,2021,2021-03-10,QC-2021-027298,OBD Light ON,,12.93,NTF,According to Specification,Delphi,25068
Ashok Leyland,2024,2024-06-02,QC-2024-027299,Multiple warning lights ON,P0610,15.53,ASIC CJ327 failure due to EOS,Production Failure,STM,95957
Kia,2023,2023-04-05,QC-2023-027300,Multiple warning lights ON,U0122,10.36,controller failure due to supplier production failure,Production Failure,Bosch,26628
Toyota,2023,2023-06-18,QC-2023-027301,Starting Problem,,13.66,NTF,According to Specification,Valeo,638
Toyota,2024,2024-12-28,QC-2024-027302,High fuel consumption,,12.7,NTF,According to Specification,STM,46698
TATA,2022,2022-02-05,QC-2022-027303,ABS warning light ON,U0121,9.76,controller failure due to supplier production failure,Production Failure,STM,6114
Honda,2024,2024-05-07,QC-2024-027304,Rough idling,"P0300, U0155, P0481, P0301",17.32,Track burnt due to EOS,Customer Failure,Delphi,39260
M&M,2023,2023-01-10,QC-2023-027305,ABS warning light ON,"C0045, B1031",12.55,Connector damage,Production Failure,Hanon,98969
Ashok Leyland,2020,2020-05-01,QC-2020-027306,Multiple warning lights ON,B1234,14.5,Connector damage,Production Failure,Valeo,108023
Toyota,2024,2024-09-16,QC-2024-027307,Starting Problem,P0131,11.94,Sensor short due to moisture,Customer Failure,Bosch,55947
M&M,2019,2019-03-06,QC-2019-027308,ABS warning light ON,"C0051, C0031, B3055, P0720",14.11,Connector damage,Production Failure,Valeo,113038
Hyundai,2022,2022-04-22,QC-2022-027309,Multiple warning lights ON,U0164,10.24,controller failure due to supplier production failure,Production Failure,Delphi,23096
Toyota,2023,2023-02-03,QC-2023-027310,Low pickup,,13.57,NTF,According to Specification,Bosch,110923
Honda,2024,2024-05-11,QC-2024-027311,Battery warning light ON,P0610,14.67,ASIC CJ327 failure due to EOS,Production Failure,Delphi,5000
TATA,2024,2024-09-08,QC-2024-027312,Starting Problem,P0610,15.24,ASIC CJ327 failure due to EOS,Customer Failure,STM,14000
Hyundai,2022,2022-07-02,QC-2022-027313,Multiple warning lights ON,U0001,9.94,controller failure due to supplier production failure,Production Failure,Bosch,4846
Kia,2024,2024-01-02,QC-2024-027314,Rough idling,,13.93,NTF,According to Specification,Delphi,27559
Kia,2022,2022-09-26,QC-2022-027315,Brake warning light ON,C0036,14.01,Connector damage,Production Failure,Hanon,161590
Toyota,2024,2024-01-12,QC-2024-027316,Multiple warning lights ON,U0073,10.07,controller failure due to supplier production failure,Production Failure,Bosch,500
Honda,2023,2023-11-20,QC-2023-027317,Starting Problem,,13.7,NTF,According to Specification,Valeo,156527
M&M,2021,2021-01-22,QC-2021-027318,ABS warning light ON,C0265,12.5,Connector damage,Production Failure,STM,124842
Honda,2020,2020-05-03,QC-2020-027319,Multiple warning lights ON,U0131,10.78,controller failure due to supplier production failure,Production Failure,Delphi,39013
Toyota,2023,2023-05-01,QC-2023-027320,Multiple warning lights ON,U0103,10.97,controller failure due to supplier production failure,Production Failure,Bosch,23178
TATA,2024,2024-04-16,QC-2024-027321,OBD Light ON,,12.5,NTF,According to Specification,Bosch,500
M&M,2023,2023-12-26,QC-2023-027322,Low pickup,P0300,13.65,NTF,According to Specification,Bosch,66384
TATA,2024,2024-12-03,QC-2024-027323,Engine stalling,,12.5,NTF,According to Specification,Hanon,53036
Toyota,2022,2022-06-10,QC-2022-027324,Engine stalling,P0316,12.5,NTF,According to Specification,STM,100028
Kia,2022,2022-06-25,QC-2022-027325,Multiple warning lights ON,"C0031, B1045",14.43,Connector damage,Production Failure,Delphi,67291
Honda,2022,2022-06-19,QC-2022-027326,Battery warning light ON,P0563,15.72,ASIC CJ327 failure due to EOS,Customer Failure,STM,59358
Hyundai,2024,2024-07-13,QC-2024-027327,Rough idling,P0196,11.67,Sensor short due to moisture,Customer Failure,Bosch,76404
Hyundai,2024,2024-09-26,QC-2024-027328,Multiple warning lights ON,P0610,15.66,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,103896
TATA,2022,2022-06-07,QC-2022-027329,Low pickup,"P0607, P0604",14.38,ASIC CJ327 failure due to EOS,Production Failure,STM,48522
Hyundai,2021,2021-08-04,QC-2021-027330,Starting Problem,,13.0,NTF,According to Specification,STM,80372
Ashok Leyland,2023,2023-06-22,QC-2023-027331,High fuel consumption,P0340,12.71,NTF,According to Specification,Bosch,30211
Kia,2021,2021-03-06,QC-2021-027332,Rough idling,,13.82,NTF,According to Specification,STM,53941
Honda,2024,2024-06-15,QC-2024-027333,OBD Light ON,,13.12,NTF,According to Specification,Delphi,64445
Kia,2022,2022-04-16,QC-2022-027334,Multiple warning lights ON,"U0155, P0562, P0480, P0303, P0300",18.28,Track burnt due to EOS,Customer Failure,Valeo,42121
M&M,2022,2022-06-21,QC-2022-027335,Engine jerking during acceleration,"P0302, P0482, P0303, P0562",16.91,Track burnt due to EOS,Customer Failure,Delphi,66485
Kia,2024,2024-07-28,QC-2024-027336,Vehicle not starting,"P0562, U0001",16.83,Track burnt due to EOS,Customer Failure,Bosch,32130
Ashok Leyland,2023,2023-03-31,QC-2023-027337,OBD Light ON,C0265,12.78,Connector damage,Production Failure,Bosch,126257
M&M,2022,2022-03-01,QC-2022-027338,High fuel consumption,P0608,15.57,ASIC CJ327 failure due to EOS,Customer Failure,STM,50622
M&M,2023,2023-04-21,QC-2023-027339,Battery warning light ON,"U0101, U0100, P0481",17.7,Track burnt due to EOS,Customer Failure,STM,95516
Toyota,2020,2020-08-30,QC-2020-027340,Vehicle not starting,U0073,10.2,controller failure due to supplier production failure,Production Failure,Delphi,22349
M&M,2020,2020-11-11,QC-2020-027341,Starting Problem,"P0620, P0480, P0562, U0001",16.24,Track burnt due to EOS,Customer Failure,Delphi,139647
Toyota,2020,2020-09-27,QC-2020-027342,ABS warning light ON,"C0031, C0045, B1234",13.48,Connector damage,Production Failure,Delphi,33514
Honda,2020,2020-05-17,QC-2020-027343,Battery warning light ON,C0045,14.24,Connector damage,Customer Failure,Bosch,60962
Ashok Leyland,2020,2020-03-05,QC-2020-027344,Multiple warning lights ON,P0605,15.01,ASIC CJ327 failure due to EOS,Production Failure,Delphi,102862
Honda,2024,2024-01-13,QC-2024-027345,OBD Light ON,,13.82,NTF,According to Specification,STM,55558
Toyota,2021,2021-02-13,QC-2021-027346,OBD Light ON,,12.5,NTF,According to Specification,Valeo,13142
Kia,2024,2024-08-05,QC-2024-027347,OBD Light ON,,13.02,NTF,According to Specification,Hanon,41431
Toyota,2023,2023-01-12,QC-2023-027348,Multiple warning lights ON,U0184,11.15,controller failure due to supplier production failure,Production Failure,Delphi,40541
Honda,2019,2019-02-25,QC-2019-027349,Starting Problem,,13.5,NTF,According to Specification,Hanon,68058
Hyundai,2019,2019-06-27,QC-2019-027350,High fuel consumption,P0117,12.87,Sensor short due to moisture,Customer Failure,Delphi,4546
Toyota,2023,2023-06-09,QC-2023-027351,Engine overheating,"U0155, P0302",17.9,Track burnt due to EOS,Customer Failure,Delphi,140803
TATA,2024,2024-06-05,QC-2024-027352,Starting Problem,P0601,14.92,ASIC CJ327 failure due to EOS,Customer Failure,Delphi,5000
Honda,2023,2023-01-23,QC-2023-027353,Multiple warning lights ON,"U0184, U0101",11.5,controller failure due to supplier production failure,Production Failure,Bosch,35282
Ashok Leyland,2022,2022-12-09,QC-2022-027354,Rough idling,P0605,16.0,ASIC CJ327 failure due to EOS,Production Failure,Bosch,38786
Ashok Leyland,2024,2024-02-03,QC-2024-027355,High fuel consumption,,12.5,NTF,According to Specification,Hanon,109820
TATA,2023,2023-12-31,QC-2023-027356,Engine overheating,"P0481, U0155",17.01,Track burnt due to EOS,Customer Failure,Bosch,1000
Honda,2023,2023-05-15,QC-2023-027357,Engine stalling,,13.95,NTF,According to Specification,Delphi,95662
Kia,2019,2019-05-23,QC-2019-027358,Starting Problem,"P0301, P0563",17.0,Track burnt due to EOS,Customer Failure,Bosch,121169
M&M,2022,2022-02-12,QC-2022-027359,Multiple warning lights ON,U0140,9.96,controller failure due to supplier production failure,Production Failure,STM,38611
Honda,2024,2024-04-22,QC-2024-027360,Rough idling,P0316,13.49,NTF,According to Specification,Hanon,46245
TATA,2023,2023-09-05,QC-2023-027361,Rough idling,,13.39,NTF,According to Specification,Bosch,47984
Ashok Leyland,2022,2022-12-11,QC-2022-027362,Multiple warning lights ON,U0164,10.28,controller failure due to supplier production failure,Production Failure,STM,500
Toyota,2024,2024-04-04,QC-2024-027363,Rough idling,,13.57,NTF,According to Specification,Hanon,35406
M&M,2024,2024-01-23,QC-2024-027364,OBD Light ON,,12.89,NTF,According to Specification,Valeo,45383
TATA,2020,2020-06-15,QC-2020-027365,Multiple warning lights ON,U0131,10.63,controller failure due to supplier production failure,Production Failure,Bosch,51916
TATA,2023,2023-12-27,QC-2023-027366,OBD Light ON,,13.1,NTF,According to Specification,Bosch,950
TATA,2019,2019-03-10,QC-2019-027367,Multiple warning lights ON,P0606,14.54,ASIC CJ327 failure due to EOS,Production Failure,STM,67879
M&M,2023,2023-06-04,QC-2023-027368,OBD Light ON,,13.88,NTF,According to Specification,Hanon,15824
Toyota,2024,2024-05-14,QC-2024-027369,Rough idling,,13.66,NTF,According to Specification,Bosch,111533
Honda,2019,2019-01-20,QC-2019-027370,Rough idling,,12.92,NTF,According to Specification,Valeo,87424
Hyundai,2024,2024-09-08,QC-2024-027371,Engine overheating,P0073,12.38,Sensor short due to moisture,Customer Failure,Bosch,85940
Kia,2022,2022-01-13,QC-2022-027372,Rough idling,,12.87,NTF,According to Specification,Bosch,23341
Honda,2024,2024-04-06,QC-2024-027373,Low pickup,P0608,15.32,ASIC CJ327 failure due to EOS,Production Failure,Valeo,35466
M&M,2022,2022-01-15,QC-2022-027374,Engine overheating,"P0135, P0117",12.15,Sensor short due to moisture,Customer Failure,Hanon,24621
Hyundai,2024,2024-05-04,QC-2024-027375,Multiple warning lights ON,"U0155, P0304, U0001",16.1,Track burnt due to EOS,Customer Failure,STM,29037
Toyota,2021,2021-05-28,QC-2021-027376,Multiple warning lights ON,B1045,12.67,Connector damage,Production Failure,Bosch,88790
Hyundai,2023,2023-10-08,QC-2023-027377,ABS warning light ON,C0550,13.72,Connector damage,Production Failure,Hanon,18826
TATA,2022,2022-03-31,QC-2022-027378,Battery warning light ON,P0607,14.96,ASIC CJ327 failure due to EOS,Customer Failure,STM,86744
Hyundai,2024,2024-06-08,QC-2024-027379,Engine overheating,P0038,13.36,Sensor short due to moisture,Customer Failure,Bosch,116190
Hyundai,2021,2021-03-19,QC-2021-027380,Engine overheating,P0118,12.6,Sensor short due to moisture,Customer Failure,Bosch,31978
Honda,2021,2021-01-18,QC-2021-027381,Brake warning light ON,C0051,13.57,Connector damage,Production Failure,Bosch,100776
M&M,2023,2023-06-25,QC-2023-027382,Engine overheating,P0054,12.93,Sensor short due to moisture,Customer Failure,Valeo,62133
M&M,2024,2024-09-14,QC-2024-027383,Multiple warning lights ON,U0100,9.72,controller failure due to supplier production failure,Production Failure,Delphi,20582
Toyota,2023,2023-06-06,QC-2023-027384,OBD Light ON,P0456,13.09,NTF,According to Specification,Valeo,500
Kia,2020,2020-03-25,QC-2020-027385,Engine jerking during acceleration,"P0301, P0302, P0620",19.26,Track burnt due to EOS,Customer Failure,STM,110180
Honda,2024,2024-09-28,QC-2024-027386,Starting Problem,,13.22,NTF,According to Specification,Bosch,31035
Ashok Leyland,2024,2024-07-01,QC-2024-027387,Multiple warning lights ON,P0606,14.7,ASIC CJ327 failure due to EOS,Production Failure,Delphi,57457
Ashok Leyland,2023,2023-10-02,QC-2023-027388,Brake warning light ON,C0460,14.5,Connector damage,Production Failure,Hanon,109582
Kia,2022,2022-09-02,QC-2022-027389,Engine overheating,P0128,12.73,Sensor short due to moisture,Customer Failure,STM,85751
TATA,2023,2023-11-28,QC-2023-027390,Engine overheating,"P0480, P0303, U0001, P0482",16.1,Track burnt due to EOS,Customer Failure,STM,99935
Honda,2021,2021-12-14,QC-2021-027391,Rough idling,"P0303, P0615, P0563, P0481",19.38,Track burnt due to EOS,Customer Failure,STM,98500
TATA,2022,2022-10-11,QC-2022-027392,Brake warning light ON,"C0460, C0550",14.04,Connector damage,Customer Failure,Valeo,112435
Toyota,2021,2021-04-09,QC-2021-027393,Battery warning light ON,"P0562, P0620, P0563",18.13,Track burnt due to EOS,Customer Failure,STM,93972
Ashok Leyland,2022,2022-03-06,QC-2022-027394,OBD Light ON,,14.04,NTF,According to Specification,Bosch,67693
Hyundai,2021,2021-05-01,QC-2021-027395,Low pickup,P0606,15.35,ASIC CJ327 failure due to EOS,Production Failure,Delphi,59678
Kia,2023,2023-05-11,QC-2023-027396,Rough idling,,12.74,NTF,According to Specification,Hanon,58460
Honda,2024,2024-04-26,QC-2024-027397,Engine stalling,P0054,12.94,Sensor short due to moisture,Customer Failure,Hanon,18974
Honda,2024,2024-07-27,QC-2024-027398,Battery warning light ON,P0604,14.95,ASIC CJ327 failure due to EOS,Customer Failure,Valeo,71875
Ashok Leyland,2022,2022-01-15,QC-2022-027399,Brake warning light ON,C0550,12.5,Connector damage,Production Failure,Delphi,65798
Hyundai,2022,2022-06-10,QC-2022-027400,Starting Problem,,13.37,NTF,According to Specification,Bosch,76756
Kia,2024,2024-10-13,QC-2024-027401,Vehicle not starting,U0122,9.98,controller failure due to supplier production failure,Production Failure,Bosch,30035
Hyundai,2020,2020-06-30,QC-2020-027402,Engine jerking during acceleration,U0121,10.23,controller failure due to supplier production failure,Production Failure,STM,37607
M&M,2024,2024-04-12,QC-2024-027403,Battery warning light ON,P0607,15.23,ASIC CJ327 failure due to EOS,Customer Failure,STM,95946
M&M,2021,2021-09-01,QC-2021-027404,Engine jerking during acceleration,U0101,10.14,controller failure due to supplier production failure,Production Failure,STM,29698
Ashok Leyland,2022,2022-05-04,QC-2022-027405,Starting Problem,"P1682, P0620, U0001",17.52,Track burnt due to EOS,Customer Failure,Hanon,56192
Kia,2023,2023-05-24,QC-2023-027406,Multiple warning lights ON,U0001,9.13,controller failure due to supplier production failure,Production Failure,Delphi,33631
Honda,2023,2023-01-26,QC-2023-027407,OBD Light ON,,13.85,NTF,According to Specification,Bosch,87103
Honda,2021,2021-07-28,QC-2021-027408,ABS warning light ON,"B2960, C0550",13.96,Connector damage,Production Failure,Hanon,76496
Ashok Leyland,2023,2023-12-11,QC-2023-027409,Starting Problem,P0563,15.41,ASIC CJ327 failure due to EOS,Customer Failure,STM,84788
Honda,2024,2024-03-18,QC-2024-027410,Engine overheating,"P0117, P0073",13.25,Sensor short due to moisture,Customer Failure,Delphi,42179
Ashok Leyland,2022,2022-04-02,QC-2022-027411,OBD Light ON,,12.56,NTF,According to Specification,Bosch,42253
Hyundai,2023,2023-04-24,QC-2023-027412,Engine overheating,P0128,13.4,Sensor short due to moisture,Customer Failure,Bosch,102891
Toyota,2019,2019-06-14,QC-2019-027413,Rough idling,P0069,12.92,Sensor short due to moisture,Customer Failure,Delphi,91050
Honda,2022,2022-02-18,QC-2022-027414,Rough idling,P0118,13.5,Sensor short due to moisture,Customer Failure,Valeo,26745
TATA,2022,2022-08-15,QC-2022-027415,OBD Light ON,,13.64,NTF,According to Specification,Valeo,22627
Kia,2024,2024-11-16,QC-2024-027416,Rough idling,P0038,12.89,Sensor short due to moisture,Customer Failure,Valeo,54798
Toyota,2021,2021-06-20,QC-2021-027417,Low pickup,,13.28,NTF,According to Specification,Delphi,73042
Toyota,2021,2021-04-09,QC-2021-027418,ABS warning light ON,"C0031, C0045, B2960",12.5,Connector damage,Production Failure,Delphi,44603
TATA,2022,2022-10-18,QC-2022-027419,Multiple warning lights ON,U0001,10.46,controller failure due to supplier production failure,Production Failure,STM,37424
Toyota,2022,2022-01-14,QC-2022-027420,High fuel consumption,P0605,14.93,ASIC CJ327 failure due to EOS,Customer Failure,Bosch,42857
Toyota,2024,2024-12-27,QC-2024-027421,Vehicle not starting,"U0101, P0563, U0100, P0620, P0615",17.42,Track burnt due to EOS,Customer Failure,Delphi,78437
Ashok Leyland,2022,2022-09-11,QC-2022-027422,Battery warning light ON,"P0300, P0301, P0482",17.01,Track burnt due to EOS,Customer Failure,Bosch,120204
M&M,2023,2023-08-16,QC-2023-027423,Engine stalling,P0038,13.16,Sensor short due to moisture,Customer Failure,Valeo,52124
Kia,2022,2022-10-09,QC-2022-027424,Engine overheating,,12.5,NTF,According to Specification,Valeo,88597
Ashok Leyland,2023,2023-10-22,QC-2023-027425,Engine stalling,P0038,12.61,Sensor short due to moisture,Customer Failure,Hanon,61091
TATA,2022,2022-01-14,QC-2022-027426,Multiple warning lights ON,U0131,10.07,controller failure due to supplier production failure,Production Failure,Delphi,30693
Kia,2024,2024-04-20,QC-2024-027427,Low pickup,P0607,15.56,ASIC CJ327 failure due to EOS,Production Failure,STM,51592
Kia,2024,2024-08-24,QC-2024-027428,OBD Light ON,,12.59,NTF,According to Specification,STM,19717
Ashok Leyland,2024,2024-07-29,QC-2024-027429,Engine stalling,P0113,12.57,Sensor short due to moisture,Customer Failure,Bosch,55394
Kia,2020,2020-04-03,QC-2020-027430,Low pickup,,13.44,NTF,According to Specification,Delphi,71678
Kia,2023,2023-09-13,QC-2023-027431,Brake warning light ON,B2960,14.05,Connector damage,Production Failure,STM,141203
M&M,2024,2024-09-01,QC-2024-027432,Multiple warning lights ON,U0001,10.0,controller failure due to supplier production failure,Production Failure,Bosch,53606
TATA,2024,2024-02-17,QC-2024-027433,Rough idling,P0605,15.3,ASIC CJ327 failure due to EOS,Production Failure,STM,17337
M&M,2022,2022-06-13,QC-2022-027434,Engine overheating,P0118,12.65,Sensor short due to moisture,Customer Failure,Valeo,38372
